"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signaling molecules and interaction","hsa04514","Cell adhesion molecule (CAM) interaction","105/4162","160/9522",0.65625,1.50139656415185,5.63594767250214,1.48873495111255e-08,5.19568497938281e-06,3.30655868089209e-06,"920/923/9369/1462/1001/4756/5817/3385/8516/5788/6614/2734/4897/3655/958/83692/959/4099/24146/64115/3384/8506/9379/5818/10686/942/965/914/29126/941/6385/64101/5819/9071/3695/3680/57689/4684/90952/10666/925/5789/1525/4685/58494/9073/50848/4359/23562/3689/120425/22854/7412/9076/23114/1493/29851/149461/26050/83700/214/1000/926/257194/5797/947/26047/940/1002/3119/139065/1003/201633/7122/84189/9074/84631/5133/6402/1364/3123/54413/3117/6693/80380/100506658/3897/3111/3108/3122/3107/3133/3135/3134/3105/9080/644672/100288814/3106/3112/3109/137075/927/5175/102723996",105
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","138/4162","224/9522",0.616071428571429,1.40947432553031,5.4646938974663,3.84271035145541e-08,6.70552956328968e-06,4.26743096924785e-06,"8379/292/1387/1870/920/9519/5601/6416/6688/6929/1739/4791/108/7419/7514/581/4214/5902/706/3560/4776/958/1869/331/5595/55697/3551/5971/898/3718/5599/5532/595/25906/4055/1871/896/6908/6722/8850/7850/6513/991/7043/4488/1958/113/5290/1031/1017/1026/2002/7538/468/196883/8881/5901/8900/3559/3601/2113/1019/9700/3569/4609/4316/109/5925/7157/207/5567/148327/890/9586/3561/1030/1029/1111/291/64682/701/9133/90993/115650/3689/917/200186/2224/115/3716/4085/3600/7015/1437/9232/107/7417/4088/915/5604/2353/598/5293/5728/111/6777/112/3265/545/4087/8061/29882/3725/811/3119/64764/3932/11200/3123/8295/3117/916/3111/3108/3122/3107/3133/3135/3134/3105/4893/1388/5534/4049/7124/3106/3112/3109",138
"Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","70/4162","100/9522",0.7,1.60148966842864,5.32802860426273,8.41281165382394e-08,9.78690422394852e-06,6.2284324875679e-06,"6376/10344/53832/7133/3560/6361/6369/6387/6354/6355/6346/5197/3587/4055/6364/8809/8807/729230/8743/7852/6372/27178/8740/1236/6370/3572/3559/3569/3586/6366/4283/58985/6375/6846/57007/9547/3561/3606/10563/146433/643/1234/50604/11009/3577/2921/6374/5473/2919/1230/1524/3627/6373/6363/8793/8794/2829/10803/53833/1237/6357/1232/1233/2833/4049/7124/6352/6368/6351/6362",70
"Cellular Processes","Cell growth and death","hsa04110","Cell cycle","99/4162","158/9522",0.626582278481013,1.43352149343974,4.84192882053105,1.05192431081088e-06,9.17803961182492e-05,5.84094814687093e-05,"8379/1387/10926/1870/1663/8454/5525/9319/8243/4171/4175/27127/5933/10403/23047/4998/23594/8318/990/8317/4616/4174/994/1869/5934/5516/4173/898/1021/595/25906/26271/4172/1871/896/5528/7272/6500/5515/10459/991/7043/1031/1017/1026/9088/1032/151648/8881/10912/5111/8900/1875/891/10971/902/23595/1019/9700/4609/5519/57082/5925/90381/7157/890/6502/113130/85417/1030/1029/1111/64682/701/9133/995/993/4085/9232/5885/5001/7534/4176/5347/4088/81620/699/7532/983/27085/545/4087/29882/9212/11200/3066/7027/1874/5591",99
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","53/4162","75/9522",0.706666666666667,1.6167419509851,4.72494861672786,1.97187349915804e-06,0.000137636770241231,8.75926964889152e-05,"637/355/84883/50484/51512/7161/27244/3732/581/4616/7249/898/27113/1021/5054/595/64065/896/900/55240/9540/92344/63970/1017/1026/10912/842/891/1643/1019/7057/901/7157/5366/64326/3486/1029/143686/9538/1111/9133/25946/51246/836/983/598/596/5728/54205/545/56475/11200/5268",53
"Human Diseases","Immune disease","hsa05340","Primary immunodeficiency","30/4162","38/9522",0.789473684210526,1.80619135537065,4.38777236261826,9.70845682588261e-06,0.000564708572038838,0.000359383226361619,"920/695/7374/5788/958/959/973/3718/57379/7535/3543/5993/3561/64421/925/115650/29851/915/6890/3575/926/930/4261/3932/100/916/6891/23495/927/84876",30
"Human Diseases","Immune disease","hsa05330","Allograft rejection","30/4162","39/9522",0.769230769230769,1.75987875651499,4.18999647179785,2.44583944622798e-05,0.00121942566676224,0.000776048305494894,"355/3002/958/959/3458/3593/3565/3567/942/356/941/3586/3592/940/3119/5551/3123/3117/3111/3108/3122/3107/3133/3135/3134/3105/7124/3106/3112/3109",30
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","112/4162","193/9522",0.580310880829015,1.32765982874913,4.05223136338362,3.74669661710861e-05,0.00163449639921363,0.00104020129764463,"6376/10344/7454/2773/387/10235/998/108/157/5332/5595/6361/3551/4793/3718/6369/6387/6354/6355/6346/5197/3702/59345/6364/6772/6654/113/729230/5290/7852/57580/5335/6372/2868/1236/51764/2791/2770/5880/196883/25759/6370/10451/9475/6366/408/5330/109/4283/409/207/5567/6375/6846/9547/53358/56288/5331/2776/10563/653361/643/1234/58191/115/2785/3577/2921/6374/5473/2919/1230/5580/107/5579/2793/94235/2786/1524/5604/3627/6373/5747/5881/5293/10663/55970/6363/156/111/2829/10803/6777/112/3265/2885/1237/6357/1232/1233/399694/6011/2833/6714/5336/2870/4893/4067/6352/6368/6351/6362",112
"Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","50/4162","75/9522",0.666666666666667,1.52522825564632,4.02384906040294,4.81339234547766e-05,0.00186652658730189,0.00118786641508279,"637/1244/355/578/119391/4292/2950/4258/581/332/4436/2953/331/5595/27113/329/4437/2956/356/5290/540/1026/7153/842/2944/2949/2947/1317/7507/5170/7157/5366/2064/207/4259/1029/836/538/2948/5429/2941/598/5293/596/54205/2940/221357/2946/2938/2939",50
"Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","163/4162","298/9522",0.546979865771812,1.2514037198172,3.88534966775246,6.99625900329777e-05,0.00244169439215092,0.00155390594704824,"6376/10344/9235/920/53832/355/3459/7133/608/3604/84957/55540/3595/7066/3568/3594/1439/3560/958/959/10673/6361/50615/3574/9466/10148/6369/6387/6354/6355/6346/5197/3587/51561/4055/55801/3458/2690/3593/5618/3565/3567/6364/7850/8808/9173/8809/8807/3953/4352/356/1441/7043/943/729230/8743/7852/27189/6372/652/27178/8744/970/8740/650/8200/1236/3976/2056/9518/60401/6370/3597/4803/3572/3559/3601/269/91/10913/3569/3586/56300/26525/6366/59067/658/4283/939/8792/58985/6375/6846/57007/9547/27242/3561/3606/10563/392255/4838/146433/3455/115650/643/1234/58191/8741/149233/50604/11009/3577/132014/2921/6374/5473/2919/1230/3600/1437/2661/1524/3575/3592/3627/6373/3456/10663/6363/8793/8794/2829/10803/53833/3952/1237/6357/9966/768211/282618/1232/353500/282616/1233/9573/338376/163702/2833/7293/2057/282617/246778/1438/1443/8718/4049/4050/7124/23495/6352/6368/6351/6362",163
"Genetic Information Processing","Folding, sorting and degradation","hsa03050","Proteasome","33/4162","46/9522",0.717391304347826,1.64127823161941,3.84169438988053,0.000107879853480526,0.00293696983976959,0.00186910160214563,"5689/5704/5685/23198/5684/5693/5721/5688/5713/5717/3458/10213/5690/7979/5682/11047/51371/5695/5694/5686/143471/5710/5692/5701/5702/5707/5708/5719/5718/5696/5699/5698/5691",33
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","91/4162","155/9522",0.587096774193548,1.34318488319821,3.79580299548684,0.000109123795492319,0.00293696983976959,0.00186910160214563,"952/9254/57172/816/2773/782/387/27092/60/4660/108/2778/3710/4776/85366/5332/778/5595/29904/8605/51422/5532/786/595/5564/53632/5321/5997/113/3759/1026/2002/2770/196883/59285/8536/9475/5330/109/7226/59283/5567/805/817/340156/1956/818/5331/3708/93589/2977/781/5578/2776/776/55799/3763/1827/115/5563/3765/3760/2982/107/783/5598/5579/3761/255189/5604/2353/111/112/3265/3725/51806/5021/5571/3770/57118/5501/123745/6261/140465/6714/6262/6263/4893/5500/5534/100134444",91
NA,NA,"hsa04517","IgSF CAM signaling","164/4162","302/9522",0.543046357615894,1.24240447314237,3.77214663115908,0.000109400022684827,0.00293696983976959,0.00186910160214563,"2534/57823/3937/5601/9423/5588/387/998/8440/87/5817/60/113457/3385/5063/4133/2037/22999/23085/2036/30835/4897/85366/10627/5595/1445/10382/4099/51678/5803/8777/5599/219699/28964/3384/8506/5376/56253/5818/90249/942/5361/10096/1796/914/6504/962/117178/941/5290/51744/4063/10376/84612/5335/7277/3791/5819/4301/81/10095/92154/4629/57180/10451/4008/81873/347733/5962/10097/8499/5170/351/207/81607/80852/9353/5921/340156/4478/9046/56288/57689/4684/90952/84623/81928/10666/9223/112714/10225/5789/54538/64221/5578/1525/4685/58494/137970/4690/50848/4359/51735/3689/57731/120425/4868/10092/114836/10109/23114/5584/26050/83700/5579/84790/57524/3635/5604/11141/5747/6091/1000/2266/2244/5293/78999/6712/26047/253559/84617/3737/2885/84552/940/139065/201633/8633/3932/4068/6586/84189/6092/84631/342035/6585/1630/9863/26280/203068/54413/140465/57522/6714/6709/5336/4155/117157/3897/10093/10552/4067/10381/23380",164
"Genetic Information Processing","Replication and repair","hsa03030","DNA replication","27/4162","36/9522",0.75,1.71588178760211,3.79193539790409,0.000135027804329044,0.00327041167699757,0.00208130557637306,"23649/5982/5424/4171/4175/10714/4174/5427/4173/10535/6742/5425/4172/6117/5111/5983/79621/1763/5558/54107/5984/4176/2237/246243/57804/5426/29935",27
"Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","139/4162","252/9522",0.551587301587302,1.26194480675499,3.713471726566,0.000140562106461214,0.00327041167699757,0.00208130557637306,"381/163/51534/30846/6642/9135/9765/55040/23327/5662/10565/387/4734/8218/998/7037/9744/7251/5337/273/1785/51510/27131/51324/9727/27128/157/3560/8411/8766/9266/6456/22841/8729/28964/9267/5878/64750/10938/2348/867/5869/60682/8724/10096/10254/7456/829/9829/440073/7852/644150/1211/9559/11059/84612/23096/10617/2868/23550/10095/27243/5119/84313/27183/116988/57180/377/3559/116986/26056/51028/274/8027/81873/408/10097/9101/9815/79720/3480/5371/6457/409/6455/375/9922/1956/30011/3561/91782/56904/56288/50807/118813/137492/23362/80223/116987/1234/2264/1173/10092/3577/10109/5584/92421/4088/55048/3800/11031/10015/147179/254122/156/3310/3265/4087/1212/84552/859/9146/6011/23396/6714/26052/2870/55680/3305/3107/3133/3135/3134/6643/3105/3106/10093/10552/100526767",139
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","98/4162","170/9522",0.576470588235294,1.31887384458829,3.69658788013684,0.000158197819331457,0.0034506899341674,0.00219603551835114,"1870/8193/3082/578/119391/4040/6605/60/369/6932/2950/7481/4258/581/4616/6598/2953/1869/5595/1021/4233/1855/2549/595/81029/1871/1452/7474/7475/6654/8289/7043/5290/51426/5335/1026/2002/6597/25759/10912/2944/2949/2947/1643/324/1019/80326/86/4609/51176/6601/5925/3480/7157/207/4259/1956/1029/53358/6934/83439/5578/8324/7484/1857/7039/7015/10023/29117/5579/4088/8313/2948/5604/7480/2941/598/5293/5728/6599/2940/3265/8322/4087/6199/2885/1728/23401/221357/399694/8326/196528/5336/8110/4893/2946/2938/2939",98
"Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","55/4162","87/9522",0.632183908045977,1.44633713897496,3.68520477315278,0.000182631837800859,0.0037493241995588,0.00238608778798645,"5898/578/5601/387/4292/369/6932/581/332/4436/4616/5595/27113/5599/374/595/4437/6654/2956/7043/5290/51426/1026/5880/10912/842/1643/324/4609/51176/1950/7157/5366/207/5899/1956/6934/83439/7039/836/4088/8313/5604/5881/2353/5293/596/54205/3265/4087/6199/3725/2885/1630/4893",55
"Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","47/4162","73/9522",0.643835616438356,1.47299441127487,3.57465752989454,0.000284867486546132,0.00544979474669038,0.00346827534776555,"1870/3082/578/5915/369/581/4616/1869/5595/3718/1021/4233/595/1871/6654/5290/51426/5335/1026/10912/842/1643/1019/1950/5925/5170/7157/2064/207/27436/1956/1029/5578/7039/5979/5579/3800/5604/238/5293/6777/3265/2885/6256/5336/6257/4893",47
"Human Diseases","Endocrine and metabolic disease","hsa04940","Type I diabetes mellitus","31/4162","44/9522",0.704545454545455,1.61188895198987,3.58468107932191,0.000296693696811224,0.00544979474669038,0.00346827534776555,"3382/355/3002/1363/3458/3593/942/356/941/2571/3329/5799/3592/940/3119/5551/3123/3117/3111/3108/3122/3107/3133/3135/3134/3105/4049/7124/3106/3112/3109",31
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","60/4162","98/9522",0.612244897959184,1.40071982661397,3.51355014048889,0.000340583563189838,0.0059048248234575,0.00375785865706389,"8913/57172/477/816/492/483/490/949/108/3991/2778/3710/5332/778/5443/23683/113/466/3164/468/482/196883/480/8536/5330/109/1583/5567/481/148327/805/185/817/9586/6770/818/5331/3708/4929/5578/2776/491/776/90993/115/107/5579/51305/5581/111/112/51806/64764/57118/5138/8912/3283/1388/1589/84876",60
"Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","114/4162","205/9522",0.55609756097561,1.27226356934401,3.4724687193667,0.000355304645537557,0.0059048248234575,0.00375785865706389,"1870/695/5704/637/864/7431/355/578/5606/5601/5610/6416/4734/5609/4791/7188/581/4616/958/1869/5713/3551/4793/5971/2208/898/3718/1021/5599/5717/595/1871/896/10213/6772/965/1380/7128/5290/51426/1017/11317/1026/3661/7979/10912/11047/842/8900/1643/6885/1019/3569/4609/55080/5925/7157/207/890/6502/4794/3455/5710/917/5701/3716/8819/836/79685/6850/5702/2923/915/956/6890/3627/25942/5293/596/3456/54205/4615/5707/5708/930/3725/811/3119/3654/5719/377841/3123/3066/3117/5718/5336/919/916/3111/3108/6891/3122/3107/3133/3135/3134/3105/6892/7124/3106/3112/3109/4067/9641",114
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","90/4162","157/9522",0.573248407643312,1.31150200326276,3.46790111190584,0.000374623319557854,0.00593200520152274,0.00377515637919257,"292/1870/823/4361/5606/10758/23291/7419/5933/3710/23411/4616/4776/4605/1869/5595/7249/5934/898/1021/5054/6009/5532/595/59341/2305/1871/896/10111/7043/5290/1017/1026/10912/8900/1875/22800/891/2113/1019/3569/2626/4609/5925/7157/207/805/890/3486/85417/1030/1029/1111/3708/291/90550/776/9133/22808/147746/8878/204851/993/7417/7248/8945/4088/5604/983/5293/5728/3265/545/4087/51806/11200/286826/5501/1978/3107/3133/3135/3134/1874/3105/4893/5500/5534/3106/55957",90
"Genetic Information Processing","Translation","hsa03013","Nucleocytoplasmic transport","65/4162","108/9522",0.601851851851852,1.37694217523626,3.47143820550039,0.000390934440214965,0.00593200520152274,0.00377515637919257,"23279/84321/55706/23534/3843/79023/9984/7514/81929/51194/10762/8086/8563/5905/1917/55916/3839/9688/30000/4927/55110/57122/9631/22916/7341/9670/348995/1434/57510/9972/65109/79902/5901/29107/64328/10250/11097/4686/53371/26019/25909/23165/6396/11269/94026/4116/80145/51808/55308/23214/392517/387082/3838/10189/11260/6612/3840/6613/9883/3841/55705/64901/23636/9939/100101267",65
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","69/4162","116/9522",0.594827586206897,1.36087176258099,3.44579418592875,0.000424077438573662,0.00616679275259201,0.00392457629557205,"9454/2773/5337/108/6507/2778/9762/3710/157/5332/5595/6511/2906/8605/6505/5532/6506/81539/2916/59345/2744/5321/2891/113/2914/51764/2791/2770/196883/1742/54407/27165/2752/5330/109/773/5567/2900/5331/3708/5578/2890/2776/776/50944/115/2785/6512/3760/2899/107/5579/2793/94235/2786/255189/9229/2897/55970/156/111/112/2902/2918/123745/10991/2913/5534/2904",69
"Organismal Systems","Development and regeneration","hsa04360","Axon guidance","103/4162","184/9522",0.559782608695652,1.28069437770303,3.38786125564702,0.000487953854682056,0.00659636757402773,0.00419795975907058,"6405/56920/2534/7869/2042/816/2773/9423/25791/4756/387/998/8440/59277/10512/5063/54437/1947/1943/4776/10627/5595/4233/2051/3984/6387/219699/5532/81029/9037/90249/7474/5361/5290/7852/84612/5335/2770/5880/64101/6608/2048/9475/2045/80031/8482/658/5170/1969/91653/9353/2044/817/5921/56288/818/57689/64221/5578/2047/137970/56896/4690/22854/6259/5364/3611/10501/5747/5881/6091/5293/27289/1072/54961/22885/3265/84552/8633/56963/2242/3985/2049/6586/1946/6092/10509/5727/6585/1630/10507/2050/23365/57522/6714/5336/5365/3897/4893/4636/5534/1945/23380",103
"Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","83/4162","144/9522",0.576388888888889,1.31868692936088,3.39547321714494,0.000491419933881722,0.00659636757402773,0.00419795975907058,"4800/292/5689/5704/9519/5685/5601/55102/55062/489/7419/23152/3710/7494/5684/5693/5688/5332/10528/2259/5713/6511/2906/5599/56652/10105/5717/6908/10213/2891/5290/11317/6310/5690/8678/22863/7979/5682/4654/11047/5695/5330/2959/10939/773/207/5694/5686/7436/29982/5331/3708/291/5578/143471/2890/90550/2776/26100/5710/5692/5701/7417/5702/5579/3752/5293/54205/1600/5707/6712/5708/2902/8408/6667/5719/6261/441925/5718/4976/6311/2904/5691",83
"Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","31/4162","45/9522",0.688888888888889,1.5760691975012,3.41315016800508,0.000555895668664819,0.00718546623570451,0.00457286495470864,"1080/5244/6833/1244/10060/368/215/20/8714/10057/10058/5825/9429/5826/85320/89845/10257/94160/10351/26154/10350/23460/10349/9619/1672/21/6890/64137/154664/11194/6891",31
"Organismal Systems","Endocrine system","hsa04911","Insulin secretion","53/4162","86/9522",0.616279069767442,1.4099493758591,3.36508016512052,0.000591822870289679,0.00731825788577569,0.00465737419363194,"6833/477/816/483/108/3781/2778/11069/3710/5332/778/3783/3780/2740/6513/113/468/482/196883/54795/6616/480/1131/486/5330/109/3651/5567/481/148327/817/3779/9586/818/5331/5578/2776/3778/776/90993/115/107/5579/27094/111/112/64764/27445/3767/6262/1388/157855/6844",53
"Cellular Processes","Cell motility","hsa04814","Motor proteins","109/4162","197/9522",0.553299492385787,1.26586202943236,3.32257607942842,0.000608107388789384,0.00731825788577569,0.00465737419363194,"8735/1770/27175/1767/23095/140469/51175/60/113457/1781/3835/3797/64147/55614/24137/51168/4625/53904/4650/9371/7125/10627/10671/10382/147700/7138/51174/4619/10112/1768/829/23046/9928/7139/56171/83544/81930/27019/10376/4620/7277/55930/10749/7137/547/7136/11127/55860/51164/4626/4629/84700/92558/64005/113220/63971/347733/4647/9493/51626/3832/9585/1062/3801/11004/58/22989/4651/6993/112714/79819/4643/1780/70/4634/126820/72/56992/7802/55582/6990/374654/7171/84790/3800/83657/4648/283446/84617/4642/29895/6991/127602/146909/79659/8632/343521/124602/203068/140465/4646/4641/23303/4636/3833/10381/4622/80022/80179",109
"Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","35/4162","53/9522",0.660377358490566,1.51083930983834,3.28609497784158,0.000844867790623312,0.00964061070875974,0.00613533059734069,"163/477/492/483/8218/490/1785/2778/2099/5332/8766/793/6543/1211/482/480/9365/486/5330/5567/481/5331/5578/2776/491/5745/1173/115/5579/3816/3817/624/112/1212/26052",35
"Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","95/4162","170/9522",0.558823529411765,1.27850015546824,3.22855046530815,0.000856329317970063,0.00964061070875974,0.00613533059734069,"1080/7454/23327/5601/8531/387/4734/998/87/60/1739/113457/5609/58538/1741/4214/10627/5516/27134/24146/51422/8777/5599/9368/595/5564/5515/10686/10096/53632/9181/10376/84612/7277/84952/4301/81/10095/3996/5111/10207/4629/57180/9475/9071/1019/2626/81873/93643/5962/5519/10097/2064/5567/4478/56288/9223/112714/153562/58494/9073/776/910/50848/51735/861/23562/5563/10092/9076/10109/5584/149461/154810/83700/84790/5581/3725/84552/3059/23513/5571/7122/9074/1364/140465/6714/100506658/9080/5520/644672/100288814/10093/10552/137075",95
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","56/4162","93/9522",0.602150537634409,1.37762552122894,3.22463022073522,0.000947798814538528,0.0103369308210608,0.00657847203511939,"920/864/3459/5601/5588/30009/4854/3595/10683/3594/3560/5595/3551/4793/3718/2625/5599/5532/3458/3593/3565/3567/7535/6772/5335/11317/54567/3559/6775/4794/3561/4851/917/3716/6778/915/3592/2353/6777/3725/3119/3932/84441/3714/3123/3117/55534/919/916/3111/3108/3122/27040/5534/3112/3109",56
"Human Diseases","Cancer: specific types","hsa05214","Glioma","47/4162","76/9522",0.618421052631579,1.41484989504034,3.19951194384155,0.00106574341743286,0.0112710440207293,0.00717294612690059,"1870/57172/578/816/369/581/4616/1869/5595/1021/595/1871/5159/6654/5290/51426/5335/1026/25759/10912/8536/1643/1019/1950/5925/3480/7157/207/805/817/1956/1029/53358/818/5578/7039/5579/5604/5293/5728/3265/2885/51806/57118/399694/5336/4893",47
"Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","33/4162","50/9522",0.66,1.50997597308986,3.18583880933,0.00119971116907492,0.0123146822943278,0.00783712249767205,"608/958/959/10673/6387/4055/57379/3565/3567/942/941/7852/6370/3601/3569/3586/3695/115650/8741/29851/3600/10803/940/3119/3123/3117/3111/3108/3122/23495/3112/3109/102723996",33
"Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","135/4162","254/9522",0.531496062992126,1.21597921956055,3.07429641717753,0.00136096211750387,0.01357073654311,0.00863648140731779,"952/292/8913/57172/3082/5733/816/2769/56848/2065/492/2255/490/489/108/26281/7419/5026/2778/3710/623/4776/4923/85366/5332/7125/778/3356/2254/2321/5257/2906/26291/4233/5532/2253/10105/887/2246/5159/3274/5136/6869/84812/6543/845/113/7852/5737/5335/2925/3791/135/196883/3270/1131/8536/4803/5025/3357/1910/3706/5330/109/1950/2064/773/5567/844/3707/805/185/817/56034/340156/1956/774/818/3363/5331/7424/3708/1909/291/255231/5578/5137/90550/9630/2776/8817/491/776/3362/2264/113026/115/7039/107/7417/5979/5579/624/1128/1816/136/80310/4485/7201/1139/93129/8877/2902/51806/2066/5021/2149/57118/1812/1133/53373/22953/6261/8823/8912/5336/553/444/5350/6262/6263/5534/2904/84876/219931",135
"Organismal Systems","Endocrine system","hsa04918","Thyroid hormone synthesis","46/4162","75/9522",0.613333333333333,1.40320999519462,3.08904965196972,0.00153740118201392,0.0145697807905454,0.00927227792732647,"477/3309/483/108/4036/2778/5172/3710/5332/2936/7173/2882/8458/7276/113/468/482/196883/480/1081/486/5330/109/50506/432/5567/481/148327/9586/5331/3708/5578/9601/2776/90993/433/115/213/107/7253/5579/7184/111/112/64764/1388",46
"Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","70/4162","122/9522",0.573770491803279,1.31269644953167,3.0630131714166,0.00155038036717895,0.0145697807905454,0.00927227792732647,"1387/477/9440/5214/483/4854/489/60/8648/6548/2099/4625/3091/5332/5595/7249/6009/595/117247/8850/6772/84812/6513/5290/23389/5335/652/7067/482/480/842/9882/2626/4609/486/5330/53919/5170/9611/7157/5211/207/5567/481/116931/6567/4851/5331/7068/5578/1827/9442/113026/90390/5579/5604/25942/5293/10231/3265/10025/6256/3066/6714/5336/5350/6257/4855/1733/4893",70
"Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","47/4162","77/9522",0.61038961038961,1.39647522107878,3.07801234324436,0.00158639447003074,0.0145697807905454,0.00927227792732647,"5898/1870/10928/578/5601/5888/998/5337/369/581/4616/1869/5595/3551/1021/5599/595/1871/6772/7043/5290/51426/1026/5880/9459/10912/842/1643/1019/1950/675/5925/7157/2064/207/5899/1956/1029/3716/7039/4088/5604/5881/598/5293/4087/6199",47
"Organismal Systems","Nervous system","hsa04727","GABAergic synapse","53/4162","89/9522",0.595505617977528,1.36242299240318,3.02688383227758,0.00182593784457744,0.0158302011934529,0.0100744154782644,"2556/92745/2773/4905/108/2568/778/2564/2557/81539/2570/59345/2744/5334/66008/113/51764/2791/2770/2571/196883/6538/54407/27165/2752/9568/109/773/5567/2561/774/2555/5578/6529/776/3763/115/2785/107/5579/2793/94235/2786/10243/55970/111/112/2567/18/2558/2563/10991/6714",53
"Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","57/4162","97/9522",0.587628865979381,1.34440222533774,3.00414618667168,0.00193648387370382,0.0158302011934529,0.0100744154782644,"8913/8863/816/2773/108/2778/3710/9252/5332/5595/2906/59345/2891/113/51764/2791/2770/196883/8864/5330/109/5567/805/817/818/5331/3708/2977/5578/2890/2776/776/3763/115/2785/3765/3760/2982/107/5579/2793/94235/2786/2353/55970/111/112/2902/51806/5187/5592/6261/8912/6262/6263/9722/2904",57
"Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","87/4162","157/9522",0.554140127388535,1.26778526982067,2.98120983247661,0.00194438925425116,0.0158302011934529,0.0100744154782644,"6376/27072/23200/816/56848/23250/489/384/3693/55423/7301/23411/3091/4776/10326/286410/5595/57617/3988/5878/1374/24145/80824/5869/5467/4953/6513/51552/1788/1846/4035/64284/2056/5468/51761/948/3586/834/7057/1847/4240/89790/51454/817/91937/50636/818/1793/121601/6868/6566/84465/1844/714/55823/1849/836/840/23339/558/1524/8754/7386/5604/64805/5747/1901/5031/203859/1051/682/713/712/8877/196527/811/161291/5087/6256/2057/961/140885/177/64601/5175/100133941/338382",87
